interview__key,interview__id,ip1,ministere,responsable,sexe,heure_fin,sssys_irnd,has__errors,interview__status,assignment__id,responsable_interne,Code_secteur,q1,q2,q3,q4,q5,q6,q7,q8,q81,q82,q9
00000000583,00000000000000000000000583,IP583,Ministère 1,Responsable 583,Homme,15:25,.30758274,0,3,2195,Resp interne 583,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 3,Oui,Défi secteur 1,Défi usagers 10,Oui,Moyenne,Faible,Recommandation 4
00000000584,00000000000000000000000584,IP584,Ministère 16,Responsable 584,Femme,04:37,.083069347,0,3,2035,Resp interne 584,7,satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 1,Oui,Défi secteur 7,Défi usagers 2,Oui,Faible,Très,Recommandation 1
00000000585,00000000000000000000000585,IP585,Ministère 2,Responsable 585,Homme,12:15,.17232515,0,1,2096,Resp interne 585,6,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 7,Oui,Défi secteur 6,Défi usagers 5,Oui,Élevée,Élevée,Recommandation 9
00000000586,00000000000000000000000586,IP586,Ministère 16,Responsable 586,Homme,07:10,.68155563,0,2,2103,Resp interne 586,2,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 7,Non,,,Recommandation 7
00000000587,00000000000000000000000587,IP587,Ministère 12,Responsable 587,Homme,05:32,.10796131,0,3,2105,Resp interne 587,8,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Oui,Défi secteur 1,Défi usagers 4,Oui,Faible,Élevée,Recommandation 13
00000000588,00000000000000000000000588,IP588,Ministère 4,Responsable 588,Homme,07:51,.65524298,0,2,2054,Resp interne 588,4,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 5,Défi usagers 9,Oui,faible,Faible,Recommandation 13
00000000589,00000000000000000000000589,IP589,Ministère 15,Responsable 589,Homme,15:18,.29532066,0,1,2172,Resp interne 589,7,insatisfait,Non,,,Oui,Défi secteur 4,Défi usagers 3,Oui,Très,Très,Recommandation 7
00000000590,00000000000000000000000590,IP590,Ministère 9,Responsable 590,Femme,13:55,.74767387,0,1,2103,Resp interne 590,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 1,Oui,Défi secteur 2,Défi usagers 6,Oui,faible,Très,Recommandation 3
00000000591,00000000000000000000000591,IP591,Ministère 16,Responsable 591,Homme,17:47,.3568278,0,3,2042,Resp interne 591,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 6,Oui,Défi secteur 6,Défi usagers 10,Oui,faible,Faible,Recommandation 6
00000000592,00000000000000000000000592,IP592,Ministère 7,Responsable 592,Femme,11:05,.1516602,0,3,2196,Resp interne 592,6,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Oui,Défi secteur 4,Défi usagers 4,Oui,Moyenne,Élevée,Recommandation 1
00000000593,00000000000000000000000593,IP593,Ministère 3,Responsable 593,Homme,08:07,.53802669,0,2,2111,Resp interne 593,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 9,Oui,Défi secteur 6,Défi usagers 1,Oui,Élevée,Élevée,Recommandation 17
00000000594,00000000000000000000000594,IP594,Ministère 2,Responsable 594,Femme,23:14,.28718296,0,1,2097,Resp interne 594,4,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 7,Non,,,Oui,Moyenne,Très,Recommandation 16
00000000595,00000000000000000000000595,IP595,Ministère 20,Responsable 595,Homme,04:25,.85271519,0,3,2011,Resp interne 595,5,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 9,Oui,Défi secteur 4,Défi usagers 10,Oui,Faible,Élevée,Recommandation 10
00000000596,00000000000000000000000596,IP596,Ministère 3,Responsable 596,Homme,23:39,.057791095,0,2,2002,Resp interne 596,2,satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 9,Oui,Défi secteur 10,Défi usagers 6,Oui,Faible,Élevée,Recommandation 1
00000000597,00000000000000000000000597,IP597,Ministère 16,Responsable 597,Femme,05:04,.66457403,0,1,2121,Resp interne 597,4,insatisfait,Non,,,Non,,,Non,,,Recommandation 2
00000000598,00000000000000000000000598,IP598,Ministère 11,Responsable 598,Femme,05:04,.56164533,0,1,2193,Resp interne 598,4,satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 7,Oui,Défi secteur 7,Défi usagers 1,Oui,faible,Faible,Recommandation 5
00000000599,00000000000000000000000599,IP599,Ministère 15,Responsable 599,Femme,02:27,.94960636,0,2,2089,Resp interne 599,7,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Oui,Défi secteur 2,Défi usagers 8,Oui,Faible,Faible,Recommandation 12
00000000600,00000000000000000000000600,IP600,Ministère 20,Responsable 600,Femme,23:06,.64502573,0,1,2123,Resp interne 600,8,tres_insatisfait,Non,,,Oui,Défi secteur 9,Défi usagers 2,Oui,Moyenne,Élevée,Recommandation 8
00000000601,00000000000000000000000601,IP601,Ministère 5,Responsable 601,Homme,06:54,.82614523,0,2,2124,Resp interne 601,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 8,Défi usagers 2,Oui,Moyenne,Faible,Recommandation 18
00000000602,00000000000000000000000602,IP602,Ministère 15,Responsable 602,Femme,15:04,.15085304,0,2,2109,Resp interne 602,4,satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 8,Non,,,Recommandation 8
00000000603,00000000000000000000000603,IP603,Ministère 18,Responsable 603,Femme,06:46,.41625947,0,3,2174,Resp interne 603,7,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 10,Oui,Défi secteur 2,Défi usagers 4,Oui,Moyenne,Faible,Recommandation 11
00000000604,00000000000000000000000604,IP604,Ministère 13,Responsable 604,Homme,10:49,.6147055,0,3,2101,Resp interne 604,7,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 9,Oui,Défi secteur 6,Défi usagers 5,Non,,,Recommandation 5
00000000605,00000000000000000000000605,IP605,Ministère 15,Responsable 605,Femme,02:04,.63189805,0,1,2150,Resp interne 605,8,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 3,Non,,,Recommandation 5
00000000606,00000000000000000000000606,IP606,Ministère 18,Responsable 606,Homme,05:33,.21341765,0,3,2189,Resp interne 606,3,satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Oui,Défi secteur 4,Défi usagers 5,Non,,,Recommandation 16
00000000607,00000000000000000000000607,IP607,Ministère 18,Responsable 607,Homme,10:25,.20907889,0,1,2190,Resp interne 607,9,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 8,Oui,Très,Très,Recommandation 6
00000000608,00000000000000000000000608,IP608,Ministère 5,Responsable 608,Femme,22:06,.052485578,0,2,2119,Resp interne 608,1,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 4,Oui,Défi secteur 7,Défi usagers 3,Oui,Faible,Élevée,Recommandation 7
00000000609,00000000000000000000000609,IP609,Ministère 19,Responsable 609,Femme,17:55,.80452961,0,2,2139,Resp interne 609,7,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 7,Oui,Défi secteur 7,Défi usagers 6,Non,,,Recommandation 19
00000000610,00000000000000000000000610,IP610,Ministère 8,Responsable 610,Homme,12:18,.28035811,0,1,2038,Resp interne 610,6,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 10,Oui,Défi secteur 5,Défi usagers 7,Oui,faible,Élevée,Recommandation 15
00000000611,00000000000000000000000611,IP611,Ministère 15,Responsable 611,Homme,17:37,.61781716,0,2,2094,Resp interne 611,3,insatisfait,Non,,,Oui,Défi secteur 2,Défi usagers 4,Oui,Très,faible,Recommandation 18
00000000612,00000000000000000000000612,IP612,Ministère 18,Responsable 612,Homme,13:16,.17156342,0,3,2132,Resp interne 612,6,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Oui,Défi secteur 5,Défi usagers 6,Oui,Élevée,faible,Recommandation 15
00000000613,00000000000000000000000613,IP613,Ministère 15,Responsable 613,Femme,14:43,.34703898,0,3,2142,Resp interne 613,2,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 3,Oui,Défi secteur 5,Défi usagers 5,Non,,,Recommandation 18
00000000614,00000000000000000000000614,IP614,Ministère 19,Responsable 614,Femme,16:49,.6627869,0,2,2053,Resp interne 614,8,tres_satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 2,Non,,,Recommandation 13
00000000615,00000000000000000000000615,IP615,Ministère 2,Responsable 615,Femme,20:54,.42219651,0,2,2127,Resp interne 615,2,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 3,Non,,,Oui,Très,faible,Recommandation 6
00000000616,00000000000000000000000616,IP616,Ministère 10,Responsable 616,Homme,13:34,.48895332,0,3,2130,Resp interne 616,4,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 1,Oui,Défi secteur 7,Défi usagers 10,Oui,Moyenne,Très,Recommandation 14
00000000617,00000000000000000000000617,IP617,Ministère 5,Responsable 617,Femme,11:57,.56490749,0,1,2032,Resp interne 617,5,tres_insatisfait,Non,,,Oui,Défi secteur 3,Défi usagers 5,Oui,Moyenne,faible,Recommandation 11
00000000618,00000000000000000000000618,IP618,Ministère 9,Responsable 618,Femme,13:22,.12898368,0,2,2126,Resp interne 618,6,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Oui,Défi secteur 4,Défi usagers 8,Oui,Moyenne,Élevée,Recommandation 20
00000000619,00000000000000000000000619,IP619,Ministère 6,Responsable 619,Homme,03:55,.344989,0,1,2127,Resp interne 619,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Oui,Défi secteur 1,Défi usagers 4,Oui,Très,Très,Recommandation 13
00000000620,00000000000000000000000620,IP620,Ministère 9,Responsable 620,Homme,11:04,.6046226,0,1,2199,Resp interne 620,4,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 7,Non,,,Recommandation 13
00000000621,00000000000000000000000621,IP621,Ministère 12,Responsable 621,Homme,10:51,.22781849,0,3,2116,Resp interne 621,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Non,,,Oui,Faible,Faible,Recommandation 17
00000000622,00000000000000000000000622,IP622,Ministère 3,Responsable 622,Homme,04:04,.088494696,0,3,2120,Resp interne 622,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 8,Non,,,Oui,Faible,faible,Recommandation 4
00000000623,00000000000000000000000623,IP623,Ministère 13,Responsable 623,Femme,19:21,.75782633,0,3,2126,Resp interne 623,9,satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 2,Non,,,Oui,Moyenne,Très,Recommandation 17
00000000624,00000000000000000000000624,IP624,Ministère 14,Responsable 624,Homme,16:28,.26553279,0,2,2109,Resp interne 624,6,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 3,Non,,,Oui,Moyenne,Faible,Recommandation 14
00000000625,00000000000000000000000625,IP625,Ministère 7,Responsable 625,Femme,13:12,.94714093,0,1,2012,Resp interne 625,7,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Non,,,Non,,,Recommandation 19
00000000626,00000000000000000000000626,IP626,Ministère 1,Responsable 626,Femme,14:13,.63166457,0,3,2157,Resp interne 626,9,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 4,Oui,Défi secteur 5,Défi usagers 6,Oui,Moyenne,Élevée,Recommandation 16
00000000627,00000000000000000000000627,IP627,Ministère 4,Responsable 627,Femme,19:42,.70102614,0,2,2121,Resp interne 627,2,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 1,Oui,Défi secteur 1,Défi usagers 6,Oui,Moyenne,Très,Recommandation 19
00000000628,00000000000000000000000628,IP628,Ministère 7,Responsable 628,Homme,11:14,.30006877,0,3,2035,Resp interne 628,8,satisfait,Non,,,Non,,,Oui,Faible,Très,Recommandation 17
00000000629,00000000000000000000000629,IP629,Ministère 11,Responsable 629,Homme,16:59,.53409612,0,3,2177,Resp interne 629,4,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 4,Oui,Défi secteur 4,Défi usagers 8,Oui,Faible,Faible,Recommandation 11
00000000630,00000000000000000000000630,IP630,Ministère 18,Responsable 630,Femme,19:47,.29228196,0,3,2056,Resp interne 630,5,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 6,Oui,Défi secteur 9,Défi usagers 7,Non,,,Recommandation 19
00000000631,00000000000000000000000631,IP631,Ministère 16,Responsable 631,Femme,22:15,.06317158,0,1,2060,Resp interne 631,6,insatisfait,Non,,,Non,,,Oui,Moyenne,Élevée,Recommandation 19
00000000632,00000000000000000000000632,IP632,Ministère 12,Responsable 632,Homme,00:50,.26839492,0,1,2055,Resp interne 632,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 4,Oui,Défi secteur 6,Défi usagers 3,Oui,Faible,Faible,Recommandation 3
00000000633,00000000000000000000000633,IP633,Ministère 11,Responsable 633,Femme,02:54,.5830887,0,2,2015,Resp interne 633,4,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Oui,Défi secteur 3,Défi usagers 6,Oui,Élevée,Moyenne,Recommandation 11
00000000634,00000000000000000000000634,IP634,Ministère 9,Responsable 634,Homme,06:09,.16498184,0,2,2189,Resp interne 634,7,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 3,Oui,Défi secteur 7,Défi usagers 1,Oui,faible,Moyenne,Recommandation 11
00000000635,00000000000000000000000635,IP635,Ministère 5,Responsable 635,Femme,13:46,.26031879,0,1,2113,Resp interne 635,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Non,,,Oui,Moyenne,Très,Recommandation 10
00000000636,00000000000000000000000636,IP636,Ministère 13,Responsable 636,Homme,05:25,.79015201,0,3,2110,Resp interne 636,8,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Oui,Défi secteur 1,Défi usagers 1,Oui,Moyenne,faible,Recommandation 1
00000000637,00000000000000000000000637,IP637,Ministère 20,Responsable 637,Homme,14:45,.079394326,0,3,2187,Resp interne 637,9,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 9,Non,,,Oui,faible,Très,Recommandation 16
00000000638,00000000000000000000000638,IP638,Ministère 4,Responsable 638,Homme,00:45,.61194527,0,3,2093,Resp interne 638,6,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 4,Oui,Défi secteur 5,Défi usagers 3,Non,,,Recommandation 14
00000000639,00000000000000000000000639,IP639,Ministère 20,Responsable 639,Femme,06:34,.14614826,0,2,2104,Resp interne 639,8,insatisfait,Non,,,Non,,,Oui,Moyenne,Très,Recommandation 1
00000000640,00000000000000000000000640,IP640,Ministère 7,Responsable 640,Femme,23:10,.63779473,0,2,2132,Resp interne 640,1,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 7,Non,,,Oui,Très,Très,Recommandation 3
00000000641,00000000000000000000000641,IP641,Ministère 9,Responsable 641,Homme,07:07,.55025321,0,1,2068,Resp interne 641,1,tres_satisfait,Non,,,Non,,,Oui,Faible,Très,Recommandation 7
00000000642,00000000000000000000000642,IP642,Ministère 20,Responsable 642,Homme,16:24,.6607399,0,3,2006,Resp interne 642,4,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 8,Oui,Défi secteur 2,Défi usagers 4,Oui,Élevée,Très,Recommandation 12
00000000643,00000000000000000000000643,IP643,Ministère 13,Responsable 643,Homme,01:27,.75517964,0,1,2053,Resp interne 643,2,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 8,Oui,Défi secteur 7,Défi usagers 1,Non,,,Recommandation 1
00000000644,00000000000000000000000644,IP644,Ministère 12,Responsable 644,Homme,23:40,.4344236,0,1,2091,Resp interne 644,9,satisfait,Non,,,Non,,,Oui,Très,Faible,Recommandation 17
00000000645,00000000000000000000000645,IP645,Ministère 2,Responsable 645,Femme,09:31,.52350193,0,3,2092,Resp interne 645,2,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 10,Oui,Défi secteur 2,Défi usagers 2,Oui,Élevée,Très,Recommandation 12
00000000646,00000000000000000000000646,IP646,Ministère 3,Responsable 646,Homme,11:57,.027081998,0,2,2130,Resp interne 646,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 6,Oui,Défi secteur 5,Défi usagers 2,Oui,Élevée,faible,Recommandation 19
00000000647,00000000000000000000000647,IP647,Ministère 18,Responsable 647,Femme,20:29,.43491265,0,1,2137,Resp interne 647,3,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 8,Oui,Moyenne,Très,Recommandation 13
00000000648,00000000000000000000000648,IP648,Ministère 12,Responsable 648,Homme,07:20,.23643333,0,3,2189,Resp interne 648,6,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Non,,,Oui,Élevée,faible,Recommandation 2
00000000649,00000000000000000000000649,IP649,Ministère 12,Responsable 649,Homme,06:38,.52513349,0,1,2195,Resp interne 649,2,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 3,Oui,Défi secteur 2,Défi usagers 9,Non,,,Recommandation 17
00000000650,00000000000000000000000650,IP650,Ministère 11,Responsable 650,Femme,12:40,.15876827,0,1,2124,Resp interne 650,8,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 1,Oui,Défi secteur 1,Défi usagers 7,Non,,,Recommandation 5
00000000651,00000000000000000000000651,IP651,Ministère 16,Responsable 651,Femme,02:47,.4098714,0,3,2090,Resp interne 651,4,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 4,Oui,Défi secteur 6,Défi usagers 9,Oui,Élevée,Élevée,Recommandation 1
00000000652,00000000000000000000000652,IP652,Ministère 15,Responsable 652,Femme,08:17,.78587258,0,1,2141,Resp interne 652,8,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Oui,Défi secteur 9,Défi usagers 3,Oui,Faible,faible,Recommandation 12
00000000653,00000000000000000000000653,IP653,Ministère 9,Responsable 653,Femme,08:47,.84817034,0,3,2053,Resp interne 653,4,insatisfait,Non,,,Oui,Défi secteur 10,Défi usagers 6,Oui,Élevée,faible,Recommandation 14
00000000654,00000000000000000000000654,IP654,Ministère 14,Responsable 654,Homme,03:50,.59316152,0,1,2171,Resp interne 654,6,insatisfait,Non,,,Non,,,Oui,Moyenne,Faible,Recommandation 20
00000000655,00000000000000000000000655,IP655,Ministère 9,Responsable 655,Homme,22:08,.31743288,0,2,2190,Resp interne 655,2,insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 3,Oui,Défi secteur 2,Défi usagers 4,Oui,faible,Moyenne,Recommandation 15
00000000656,00000000000000000000000656,IP656,Ministère 11,Responsable 656,Homme,12:26,.35844123,0,1,2033,Resp interne 656,2,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,faible,faible,Recommandation 1
00000000657,00000000000000000000000657,IP657,Ministère 6,Responsable 657,Homme,12:57,.012717622,0,3,2182,Resp interne 657,7,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Oui,Défi secteur 4,Défi usagers 10,Oui,Faible,Moyenne,Recommandation 11
00000000658,00000000000000000000000658,IP658,Ministère 15,Responsable 658,Femme,08:02,.69320339,0,2,2115,Resp interne 658,5,insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 3,Oui,Défi secteur 3,Défi usagers 2,Oui,faible,Élevée,Recommandation 18
00000000659,00000000000000000000000659,IP659,Ministère 14,Responsable 659,Homme,19:52,.076854534,0,1,2061,Resp interne 659,4,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 8,Oui,Défi secteur 5,Défi usagers 1,Oui,faible,Très,Recommandation 3
00000000660,00000000000000000000000660,IP660,Ministère 15,Responsable 660,Femme,19:00,.46301049,0,3,2161,Resp interne 660,3,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 4,Non,,,Non,,,Recommandation 10
00000000661,00000000000000000000000661,IP661,Ministère 13,Responsable 661,Femme,17:22,.36653706,0,2,2062,Resp interne 661,9,tres_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 1,Non,,,Recommandation 1
00000000662,00000000000000000000000662,IP662,Ministère 1,Responsable 662,Homme,18:35,.90531063,0,3,2059,Resp interne 662,2,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 10,Oui,Défi secteur 8,Défi usagers 4,Oui,Très,Élevée,Recommandation 9
00000000663,00000000000000000000000663,IP663,Ministère 6,Responsable 663,Femme,12:32,.39345264,0,2,2198,Resp interne 663,3,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 3,Oui,Défi secteur 1,Défi usagers 10,Oui,Moyenne,Faible,Recommandation 6
00000000664,00000000000000000000000664,IP664,Ministère 19,Responsable 664,Homme,18:34,.38599762,0,3,2155,Resp interne 664,8,tres_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 2,Oui,Très,Très,Recommandation 3
00000000665,00000000000000000000000665,IP665,Ministère 5,Responsable 665,Homme,07:53,.78431606,0,1,2115,Resp interne 665,5,tres_insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Non,,,Non,,,Recommandation 2
00000000666,00000000000000000000000666,IP666,Ministère 19,Responsable 666,Femme,18:15,.59122115,0,3,2130,Resp interne 666,3,insatisfait,Non,,,Non,,,Oui,Élevée,Moyenne,Recommandation 2
00000000667,00000000000000000000000667,IP667,Ministère 19,Responsable 667,Homme,19:21,.11443301,0,2,2071,Resp interne 667,5,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 1,Oui,Défi secteur 7,Défi usagers 2,Oui,Faible,Moyenne,Recommandation 11
00000000668,00000000000000000000000668,IP668,Ministère 15,Responsable 668,Homme,18:13,.83237761,0,3,2188,Resp interne 668,1,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 3,Oui,Défi secteur 4,Défi usagers 10,Oui,faible,Très,Recommandation 9
00000000669,00000000000000000000000669,IP669,Ministère 1,Responsable 669,Homme,10:36,.9257791,0,3,2187,Resp interne 669,9,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 4,Oui,Défi secteur 8,Défi usagers 3,Non,,,Recommandation 6
00000000670,00000000000000000000000670,IP670,Ministère 1,Responsable 670,Homme,21:38,.53947705,0,1,2009,Resp interne 670,2,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 2,Oui,Défi secteur 2,Défi usagers 2,Non,,,Recommandation 20
00000000671,00000000000000000000000671,IP671,Ministère 5,Responsable 671,Homme,12:05,.95516479,0,3,2080,Resp interne 671,6,insatisfait,Non,,,Oui,Défi secteur 3,Défi usagers 5,Oui,Moyenne,Faible,Recommandation 5
00000000672,00000000000000000000000672,IP672,Ministère 11,Responsable 672,Femme,23:21,.95033419,0,2,2186,Resp interne 672,4,tres_satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 7,Oui,Élevée,faible,Recommandation 20
00000000673,00000000000000000000000673,IP673,Ministère 8,Responsable 673,Homme,16:56,.77495557,0,1,2058,Resp interne 673,1,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Non,,,Non,,,Recommandation 7
00000000674,00000000000000000000000674,IP674,Ministère 6,Responsable 674,Homme,15:51,.1371002,0,3,2132,Resp interne 674,6,tres_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 6,Non,,,Recommandation 7
00000000675,00000000000000000000000675,IP675,Ministère 4,Responsable 675,Homme,02:03,.80679804,0,1,2154,Resp interne 675,7,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 7,Oui,Défi secteur 10,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 10
00000000676,00000000000000000000000676,IP676,Ministère 11,Responsable 676,Homme,18:20,.42667016,0,2,2162,Resp interne 676,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 6,Non,,,Recommandation 4
00000000677,00000000000000000000000677,IP677,Ministère 3,Responsable 677,Homme,19:44,.84597927,0,2,2010,Resp interne 677,2,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Non,,,Oui,faible,faible,Recommandation 17
00000000678,00000000000000000000000678,IP678,Ministère 14,Responsable 678,Femme,14:20,.46543649,0,3,2157,Resp interne 678,7,satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 5,Non,,,Recommandation 4
00000000679,00000000000000000000000679,IP679,Ministère 8,Responsable 679,Homme,23:15,.81185722,0,2,2052,Resp interne 679,5,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 10,Oui,Défi secteur 7,Défi usagers 1,Oui,Moyenne,Élevée,Recommandation 4
00000000680,00000000000000000000000680,IP680,Ministère 20,Responsable 680,Homme,10:53,.40753743,0,1,2146,Resp interne 680,6,tres_satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 1,Oui,faible,Élevée,Recommandation 13
00000000681,00000000000000000000000681,IP681,Ministère 1,Responsable 681,Homme,11:18,.92167711,0,2,2124,Resp interne 681,3,tres_insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Oui,Défi secteur 7,Défi usagers 10,Non,,,Recommandation 13
00000000682,00000000000000000000000682,IP682,Ministère 11,Responsable 682,Homme,17:31,.1338951,0,3,2006,Resp interne 682,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 6,Oui,Défi secteur 8,Défi usagers 10,Non,,,Recommandation 10
00000000683,00000000000000000000000683,IP683,Ministère 19,Responsable 683,Homme,20:10,.31612837,0,1,2120,Resp interne 683,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 1,Oui,Défi secteur 2,Défi usagers 3,Non,,,Recommandation 9
00000000684,00000000000000000000000684,IP684,Ministère 16,Responsable 684,Homme,06:32,.65534174,0,3,2025,Resp interne 684,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 6,Oui,Défi secteur 3,Défi usagers 8,Non,,,Recommandation 8
00000000685,00000000000000000000000685,IP685,Ministère 13,Responsable 685,Femme,16:43,.035050578,0,2,2156,Resp interne 685,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 10,Non,,,Oui,Très,Faible,Recommandation 13
00000000686,00000000000000000000000686,IP686,Ministère 4,Responsable 686,Homme,10:10,.067425296,0,2,2076,Resp interne 686,7,tres_satisfait,Non,,,Non,,,Oui,Élevée,faible,Recommandation 17
00000000687,00000000000000000000000687,IP687,Ministère 17,Responsable 687,Homme,03:51,.88837731,0,1,2076,Resp interne 687,8,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Oui,Défi secteur 7,Défi usagers 6,Oui,faible,faible,Recommandation 15
00000000688,00000000000000000000000688,IP688,Ministère 10,Responsable 688,Homme,21:11,.13978745,0,3,2095,Resp interne 688,5,satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 1,Non,,,Recommandation 3
00000000689,00000000000000000000000689,IP689,Ministère 8,Responsable 689,Homme,23:46,.94511282,0,1,2111,Resp interne 689,6,satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 1,Non,,,Oui,Très,Faible,Recommandation 4
