interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000002297,00000000000000000002297000,IP_2297,LOC97,Structure_47,466,PPSP_466,1322,Femme,24,Oui,2022,.75404918,0,92,1459,Secteur_8,6,Non,Non,Oui,Très satisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Non,Non
00000002298,00000000000000000002298000,IP_2298,LOC98,Structure_48,908,PPSP_908,879,Homme,27,Non,1990,.26928076,0,102,1727,Secteur_2,2,Oui,Oui,Non,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000002299,00000000000000000002299000,IP_2299,LOC99,Structure_49,10,PPSP_10,1544,Homme,52,Non,1987,.94824433,0,103,1735,Secteur_9,3,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000002300,00000000000000000002300000,IP_2300,LOC100,Structure_50,352,PPSP_352,356,Homme,24,Non,2024,.55796582,0,104,1447,Secteur_4,5,Oui,Non,Non,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,oui,Oui,Non
00000002301,00000000000000000002301000,IP_2301,LOC101,Structure_51,217,PPSP_217,722,Femme,51,Oui,1995,.16373324,0,117,1853,Secteur_9,4,Non,Oui,Oui,Très insatisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Oui
00000002302,00000000000000000002302000,IP_2302,LOC102,Structure_52,86,PPSP_86,436,Femme,46,Non,2024,.040691257,0,88,1742,Secteur_5,5,Oui,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Non
00000002303,00000000000000000002303000,IP_2303,LOC103,Structure_53,727,PPSP_727,402,Femme,28,Non,2001,.88909543,0,122,1504,Secteur_1,9,Non,Oui,Non,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,oui,Non,Non
00000002304,00000000000000000002304000,IP_2304,LOC104,Structure_54,339,PPSP_339,848,Homme,21,Non,1987,.85109907,0,102,1846,Secteur_4,8,Non,Non,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002305,00000000000000000002305000,IP_2305,LOC105,Structure_55,475,PPSP_475,664,Homme,44,Oui,1990,.34489951,0,82,1845,Secteur_3,3,Oui,Oui,Non,Satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,pas du tout,Non,Oui
00000002306,00000000000000000002306000,IP_2306,LOC106,Structure_56,892,PPSP_892,910,Homme,58,Non,2014,.45194912,0,112,1449,Secteur_7,8,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000002307,00000000000000000002307000,IP_2307,LOC107,Structure_57,756,PPSP_756,1833,Homme,54,Oui,2007,.6983155,0,118,1600,Secteur_2,2,Oui,Oui,Non,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000002308,00000000000000000002308000,IP_2308,LOC108,Structure_58,491,PPSP_491,1928,Femme,26,Non,1996,.65798861,0,79,1563,Secteur_7,6,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000002309,00000000000000000002309000,IP_2309,LOC109,Structure_59,507,PPSP_507,1519,Femme,59,Non,1993,.78273791,0,105,1851,Secteur_9,1,Oui,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,pas du tout,Non,Non
00000002310,00000000000000000002310000,IP_2310,LOC110,Structure_60,695,PPSP_695,1614,Homme,47,Non,2024,.66729188,0,94,1553,Secteur_4,1,Oui,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Non,Non
00000002311,00000000000000000002311000,IP_2311,LOC111,Structure_61,479,PPSP_479,1799,Femme,43,Non,2019,.42237186,0,115,1591,Secteur_7,9,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Non,Oui
00000002312,00000000000000000002312000,IP_2312,LOC112,Structure_62,542,PPSP_542,268,Femme,32,Non,2018,.56712121,0,99,1696,Secteur_7,5,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002313,00000000000000000002313000,IP_2313,LOC113,Structure_63,848,PPSP_848,1504,Homme,44,Non,1987,.26694763,0,95,1805,Secteur_8,9,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000002314,00000000000000000002314000,IP_2314,LOC114,Structure_64,232,PPSP_232,274,Homme,39,Non,2000,.41020453,0,113,1593,Secteur_8,1,Oui,Oui,Oui,Satisfait,Très satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Oui,Non
00000002315,00000000000000000002315000,IP_2315,LOC115,Structure_65,319,PPSP_319,1040,Homme,34,Non,2010,.91849476,0,88,1480,Secteur_7,6,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000002316,00000000000000000002316000,IP_2316,LOC116,Structure_66,578,PPSP_578,1898,Homme,25,Non,2012,.74712259,0,102,1512,Secteur_2,2,Non,Oui,Non,Satisfait,Très satisfait,Très satisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000002317,00000000000000000002317000,IP_2317,LOC117,Structure_67,130,PPSP_130,740,Femme,30,Non,1988,.61702096,0,86,1802,Secteur_6,2,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002318,00000000000000000002318000,IP_2318,LOC118,Structure_68,390,PPSP_390,670,Homme,59,Non,2024,.79533398,0,122,1501,Secteur_3,2,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002319,00000000000000000002319000,IP_2319,LOC119,Structure_69,691,PPSP_691,1867,Femme,50,Non,1988,.0015850787,0,81,1823,Secteur_5,7,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Non
00000002320,00000000000000000002320000,IP_2320,LOC120,Structure_70,716,PPSP_716,860,Femme,46,Oui,2007,.90159786,0,108,1626,Secteur_1,2,Non,Oui,Non,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Non
00000002321,00000000000000000002321000,IP_2321,LOC121,Structure_71,552,PPSP_552,1625,Femme,26,Non,2006,.51808846,0,100,1708,Secteur_3,9,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Oui
00000002322,00000000000000000002322000,IP_2322,LOC122,Structure_72,457,PPSP_457,1087,Homme,28,Non,2019,.19370417,0,117,1629,Secteur_3,1,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,non,Oui,Oui
00000002323,00000000000000000002323000,IP_2323,LOC123,Structure_73,115,PPSP_115,847,Homme,55,Non,2004,.34629938,0,72,1603,Secteur_6,4,Non,Oui,Non,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Oui,Non
00000002324,00000000000000000002324000,IP_2324,LOC124,Structure_74,666,PPSP_666,1578,Homme,31,Non,1992,.69832808,0,123,1654,Secteur_4,2,Non,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Oui
00000002325,00000000000000000002325000,IP_2325,LOC125,Structure_75,698,PPSP_698,663,Femme,23,Non,2012,.35388142,0,87,1590,Secteur_1,1,Oui,Non,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Non,Non
00000002326,00000000000000000002326000,IP_2326,LOC126,Structure_76,800,PPSP_800,181,Femme,49,Non,2014,.016331026,0,85,1641,Secteur_9,5,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000002327,00000000000000000002327000,IP_2327,LOC127,Structure_77,66,PPSP_66,248,Femme,41,Non,1988,.56900173,0,77,1565,Secteur_2,7,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002328,00000000000000000002328000,IP_2328,LOC128,Structure_78,108,PPSP_108,1830,Femme,55,Non,2024,.79321998,0,126,1706,Secteur_2,2,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Non
00000002329,00000000000000000002329000,IP_2329,LOC129,Structure_79,97,PPSP_97,208,Homme,57,Non,1991,.3498219,0,86,1492,Secteur_5,1,Oui,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002330,00000000000000000002330000,IP_2330,LOC130,Structure_80,827,PPSP_827,880,Femme,35,Non,2002,.21413937,0,98,1676,Secteur_7,7,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002331,00000000000000000002331000,IP_2331,LOC131,Structure_81,99,PPSP_99,1432,Homme,57,Non,2011,.11310862,0,128,1736,Secteur_5,5,Non,Oui,Non,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Oui
00000002332,00000000000000000002332000,IP_2332,LOC132,Structure_82,272,PPSP_272,103,Homme,29,Non,1991,.69591898,0,91,1614,Secteur_9,9,Oui,Oui,Non,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002333,00000000000000000002333000,IP_2333,LOC133,Structure_83,253,PPSP_253,104,Homme,31,Non,2000,.38738331,0,112,1553,Secteur_5,7,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002334,00000000000000000002334000,IP_2334,LOC134,Structure_84,390,PPSP_390,470,Femme,39,Non,2007,.037431359,0,123,1628,Secteur_3,3,Oui,Oui,Non,Très insatisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000002335,00000000000000000002335000,IP_2335,LOC135,Structure_85,898,PPSP_898,1451,Femme,36,Non,1993,.15361232,0,128,1666,Secteur_2,3,Oui,Oui,Non,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002336,00000000000000000002336000,IP_2336,LOC136,Structure_86,433,PPSP_433,1110,Femme,30,Non,2009,.48878354,0,113,1706,Secteur_6,9,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000002337,00000000000000000002337000,IP_2337,LOC137,Structure_87,130,PPSP_130,174,Femme,57,Non,2015,.97249532,0,104,1474,Secteur_5,2,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000002338,00000000000000000002338000,IP_2338,LOC138,Structure_88,322,PPSP_322,1940,Femme,55,Non,2019,.098590106,0,71,1788,Secteur_7,9,Oui,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Oui,Non
00000002339,00000000000000000002339000,IP_2339,LOC139,Structure_89,119,PPSP_119,1762,Homme,42,Non,1990,.18039514,0,115,1825,Secteur_3,2,Oui,Non,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000002340,00000000000000000002340000,IP_2340,LOC140,Structure_90,68,PPSP_68,300,Femme,32,Non,2016,.20521434,0,103,1694,Secteur_7,8,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Non,Oui
00000002341,00000000000000000002341000,IP_2341,LOC141,Structure_91,423,PPSP_423,1130,Homme,53,Non,1986,.85480899,0,118,1708,Secteur_3,7,Oui,Oui,Non,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002342,00000000000000000002342000,IP_2342,LOC142,Structure_92,107,PPSP_107,1046,Femme,45,Non,1998,.70611316,0,73,1525,Secteur_9,1,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000002343,00000000000000000002343000,IP_2343,LOC143,Structure_93,371,PPSP_371,355,Femme,48,Non,2021,.48670325,0,128,1698,Secteur_1,8,Non,Non,Oui,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,oui,Non,Oui
00000002344,00000000000000000002344000,IP_2344,LOC144,Structure_94,688,PPSP_688,1224,Homme,27,Non,1997,.41134521,0,93,1682,Secteur_6,2,Oui,Non,Non,Satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Non,Non
00000002345,00000000000000000002345000,IP_2345,LOC145,Structure_95,628,PPSP_628,764,Homme,44,Non,1987,.80973738,0,68,1452,Secteur_5,5,Non,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Oui,Non
00000002346,00000000000000000002346000,IP_2346,LOC146,Structure_96,760,PPSP_760,817,Homme,41,Non,2007,.81196541,0,111,1726,Secteur_5,6,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,non,Non,Non
00000002347,00000000000000000002347000,IP_2347,LOC147,Structure_97,908,PPSP_908,517,Homme,21,Non,1987,.74495357,0,113,1484,Secteur_2,7,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000002348,00000000000000000002348000,IP_2348,LOC148,Structure_98,782,PPSP_782,985,Femme,55,Non,1985,.78621131,0,126,1504,Secteur_1,7,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,non,Non,Non
00000002349,00000000000000000002349000,IP_2349,LOC149,Structure_99,581,PPSP_581,1899,Homme,23,Non,1993,.09102352,0,126,1669,Secteur_4,3,Non,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,oui,Non,Oui
00000002350,00000000000000000002350000,IP_2350,LOC150,Structure_100,108,PPSP_108,1340,Femme,60,Oui,2022,.83298755,0,128,1545,Secteur_6,5,Oui,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000002351,00000000000000000002351000,IP_2351,LOC151,Structure_101,548,PPSP_548,982,Femme,36,Non,2003,.050401218,0,87,1509,Secteur_9,2,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002352,00000000000000000002352000,IP_2352,LOC152,Structure_102,104,PPSP_104,640,Homme,23,Non,1989,.90387559,0,128,1817,Secteur_2,8,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002353,00000000000000000002353000,IP_2353,LOC153,Structure_103,407,PPSP_407,936,Homme,46,Non,2013,.026006073,0,124,1771,Secteur_4,9,Non,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très insatisfait,Motivé,non,Oui,Non
00000002354,00000000000000000002354000,IP_2354,LOC154,Structure_104,452,PPSP_452,77,Femme,43,Non,2002,.029454242,0,129,1450,Secteur_8,8,Oui,Oui,Non,Satisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002355,00000000000000000002355000,IP_2355,LOC155,Structure_105,769,PPSP_769,368,Homme,58,Non,2005,.88419437,0,115,1717,Secteur_1,3,Non,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002356,00000000000000000002356000,IP_2356,LOC156,Structure_106,254,PPSP_254,1388,Femme,54,Non,2014,.9600789,0,77,1705,Secteur_4,1,Non,Oui,Non,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000002357,00000000000000000002357000,IP_2357,LOC157,Structure_107,611,PPSP_611,1966,Femme,49,Non,2020,.76877588,0,67,1738,Secteur_5,9,Non,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002358,00000000000000000002358000,IP_2358,LOC158,Structure_108,347,PPSP_347,714,Femme,42,Non,2001,.11019743,0,112,1452,Secteur_3,8,Non,Non,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Non,Oui
00000002359,00000000000000000002359000,IP_2359,LOC159,Structure_109,188,PPSP_188,548,Homme,26,Non,1998,.9581756,0,122,1560,Secteur_8,3,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000002360,00000000000000000002360000,IP_2360,LOC160,Structure_110,887,PPSP_887,1456,Femme,22,Non,2007,.10721987,0,70,1818,Secteur_6,7,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002361,00000000000000000002361000,IP_2361,LOC161,Structure_111,234,PPSP_234,1053,Homme,30,Non,1986,.81382638,0,107,1525,Secteur_7,9,Non,Oui,Oui,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Oui
00000002362,00000000000000000002362000,IP_2362,LOC162,Structure_112,203,PPSP_203,1850,Homme,54,Non,2017,.26020539,0,127,1602,Secteur_9,5,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Oui
00000002363,00000000000000000002363000,IP_2363,LOC163,Structure_113,266,PPSP_266,598,Homme,28,Non,2018,.12417781,0,82,1579,Secteur_9,8,Non,Non,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002364,00000000000000000002364000,IP_2364,LOC164,Structure_114,303,PPSP_303,1043,Femme,37,Non,2000,.80924749,0,112,1598,Secteur_5,4,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Non,Oui
00000002365,00000000000000000002365000,IP_2365,LOC165,Structure_115,554,PPSP_554,208,Homme,35,Non,2008,.095358416,0,67,1510,Secteur_1,5,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000002366,00000000000000000002366000,IP_2366,LOC166,Structure_116,167,PPSP_167,1916,Homme,28,Non,1995,.30941597,0,94,1562,Secteur_4,6,Oui,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,non,Non,Non
00000002367,00000000000000000002367000,IP_2367,LOC167,Structure_117,913,PPSP_913,1998,Femme,29,Non,2015,.53945184,0,92,1755,Secteur_7,2,Oui,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002368,00000000000000000002368000,IP_2368,LOC168,Structure_118,615,PPSP_615,932,Femme,48,Non,2010,.71787786,0,69,1604,Secteur_6,8,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Non,Oui
00000002369,00000000000000000002369000,IP_2369,LOC169,Structure_119,678,PPSP_678,561,Homme,33,Non,2018,.86646557,0,122,1528,Secteur_6,3,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Non
00000002370,00000000000000000002370000,IP_2370,LOC170,Structure_120,865,PPSP_865,1184,Femme,23,Non,2013,.80310363,0,78,1537,Secteur_1,4,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000002371,00000000000000000002371000,IP_2371,LOC171,Structure_121,726,PPSP_726,1420,Femme,50,Non,2023,.53677696,0,97,1831,Secteur_7,1,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,non,Oui,Oui
00000002372,00000000000000000002372000,IP_2372,LOC172,Structure_122,630,PPSP_630,1103,Femme,34,Non,2000,.98375422,0,96,1476,Secteur_8,4,Oui,Non,Oui,Très satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Non
00000002373,00000000000000000002373000,IP_2373,LOC173,Structure_123,938,PPSP_938,194,Homme,26,Non,1991,.2668359,0,109,1545,Secteur_4,9,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000002374,00000000000000000002374000,IP_2374,LOC174,Structure_124,577,PPSP_577,1212,Homme,47,Non,1991,.30786702,0,70,1515,Secteur_1,6,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000002375,00000000000000000002375000,IP_2375,LOC175,Structure_125,306,PPSP_306,1741,Homme,43,Non,2009,.54469192,0,98,1443,Secteur_1,2,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000002376,00000000000000000002376000,IP_2376,LOC176,Structure_126,861,PPSP_861,106,Femme,32,Non,1993,.38643619,0,114,1806,Secteur_7,6,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Non
00000002377,00000000000000000002377000,IP_2377,LOC177,Structure_127,108,PPSP_108,1013,Homme,36,Non,2001,.82684213,0,72,1617,Secteur_1,6,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000002378,00000000000000000002378000,IP_2378,LOC178,Structure_128,862,PPSP_862,1157,Homme,25,Non,2001,.75775379,0,87,1862,Secteur_5,6,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,non,Non,Oui
00000002379,00000000000000000002379000,IP_2379,LOC179,Structure_129,231,PPSP_231,1256,Femme,60,Non,1998,.06519372,0,97,1746,Secteur_6,2,Oui,Non,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,non,Non,Non
00000002380,00000000000000000002380000,IP_2380,LOC180,Structure_130,51,PPSP_51,1862,Homme,32,Non,2021,.42088103,0,122,1746,Secteur_5,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Non
00000002381,00000000000000000002381000,IP_2381,LOC181,Structure_131,563,PPSP_563,1117,Homme,27,Non,1995,.076104946,0,91,1704,Secteur_1,3,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002382,00000000000000000002382000,IP_2382,LOC182,Structure_132,880,PPSP_880,130,Homme,55,Oui,2009,.037861116,0,86,1853,Secteur_9,7,Oui,Oui,Non,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000002383,00000000000000000002383000,IP_2383,LOC183,Structure_133,568,PPSP_568,402,Femme,47,Non,2004,.56256056,0,113,1859,Secteur_3,8,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002384,00000000000000000002384000,IP_2384,LOC184,Structure_134,90,PPSP_90,1876,Homme,54,Non,1999,.91314411,0,79,1751,Secteur_9,7,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002385,00000000000000000002385000,IP_2385,LOC185,Structure_135,96,PPSP_96,665,Femme,59,Non,2007,.86146873,0,129,1827,Secteur_4,1,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002386,00000000000000000002386000,IP_2386,LOC186,Structure_136,498,PPSP_498,30,Femme,58,Non,1996,.77700222,0,91,1614,Secteur_3,2,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000002387,00000000000000000002387000,IP_2387,LOC187,Structure_137,81,PPSP_81,2019,Femme,44,Non,2000,.94846439,0,110,1627,Secteur_9,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002388,00000000000000000002388000,IP_2388,LOC188,Structure_138,56,PPSP_56,1404,Homme,21,Non,1992,.64110166,0,124,1521,Secteur_7,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,non,Oui,Oui
00000002389,00000000000000000002389000,IP_2389,LOC189,Structure_139,881,PPSP_881,337,Femme,32,Non,2016,.40805551,0,83,1842,Secteur_1,1,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très insatisfait,Motivé,non,Oui,Oui
00000002390,00000000000000000002390000,IP_2390,LOC190,Structure_140,836,PPSP_836,1537,Homme,36,Non,2011,.52316433,0,79,1632,Secteur_8,7,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002391,00000000000000000002391000,IP_2391,LOC191,Structure_141,829,PPSP_829,1674,Femme,39,Non,2004,.59855229,0,106,1463,Secteur_8,8,Non,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002392,00000000000000000002392000,IP_2392,LOC192,Structure_142,620,PPSP_620,1065,Homme,29,Non,1995,.63359511,0,126,1581,Secteur_1,2,Oui,Oui,Non,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000002393,00000000000000000002393000,IP_2393,LOC193,Structure_143,702,PPSP_702,504,Homme,36,Non,2016,.24105506,0,110,1463,Secteur_3,5,Non,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000002394,00000000000000000002394000,IP_2394,LOC194,Structure_144,511,PPSP_511,1516,Femme,48,Non,1985,.53025931,0,71,1450,Secteur_7,2,Oui,Oui,Non,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000002395,00000000000000000002395000,IP_2395,LOC195,Structure_145,825,PPSP_825,1084,Homme,28,Oui,2023,.5284884,0,115,1567,Secteur_4,5,Oui,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,pas du tout,Non,Oui
00000002396,00000000000000000002396000,IP_2396,LOC196,Structure_146,746,PPSP_746,1129,Femme,26,Non,2006,.29082924,0,92,1499,Secteur_9,1,Oui,Oui,Non,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Motivé,non,Non,Non
00000002397,00000000000000000002397000,IP_2397,LOC197,Structure_147,463,PPSP_463,1112,Femme,32,Non,2013,.057816979,0,127,1771,Secteur_5,6,Oui,Non,Non,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000002398,00000000000000000002398000,IP_2398,LOC198,Structure_148,140,PPSP_140,1209,Homme,30,Non,2001,.84339398,0,85,1720,Secteur_4,7,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000002399,00000000000000000002399000,IP_2399,LOC199,Structure_149,890,PPSP_890,537,Femme,40,Non,1999,.96518135,0,81,1773,Secteur_9,5,Non,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Non
